date,pluie_mm,etp_mm,t_c,swi,sswi_10j,drainage_mm,ruissellement_mm
1958-08-01,1.0,3.0,23.7,0.412,,0.1,0.0
1958-08-02,0.0,2.8,16.9,0.404,,0.1,0.0
1958-08-03,0.0,3.5,13.7,0.394,,0.1,0.0
1958-08-04,0.0,4.0,14.5,0.385,,0.1,0.0
1958-08-05,0.0,2.7,18.8,0.379,,0.1,0.0
1958-08-06,0.0,3.0,16.9,0.374,,0.1,0.0
1958-08-07,2.1,3.2,14.0,0.37,,0.1,0.0
1958-08-08,0.0,2.9,16.0,0.369,,0.0,0.0
1958-08-09,0.0,4.3,21.3,0.361,,0.0,0.0
1958-08-10,0.0,4.5,22.2,0.354,-0.681,0.0,0.0
1958-08-11,9.7,1.8,16.4,0.372,-0.693,0.0,0.2
1958-08-12,1.8,2.8,13.4,0.373,-0.699,0.0,0.0
1958-08-13,0.0,2.9,13.5,0.369,-0.704,0.0,0.0
1958-08-14,0.0,3.2,17.0,0.361,-0.712,0.0,0.0
1958-08-15,0.0,4.0,19.9,0.354,-0.721,0.0,0.0
1958-08-16,0.0,3.5,18.6,0.348,-0.734,0.0,0.0
1958-08-17,2.3,2.7,19.6,0.347,-0.748,0.0,0.0
1958-08-18,23.7,3.6,20.4,0.353,-0.754,0.0,0.9
1958-08-19,17.8,2.0,14.7,0.427,-0.688,0.1,1.0
1958-08-20,2.7,1.9,13.0,0.479,-0.577,0.1,0.1
1958-08-21,17.2,1.7,13.9,0.484,-0.479,0.1,1.3
1958-08-22,31.0,1.5,13.2,0.614,-0.294,0.3,3.1
1958-08-23,1.1,2.4,11.9,0.626,-0.117,0.1,0.0
1958-08-24,14.1,2.4,14.9,0.626,0.063,0.1,1.4
1958-08-25,0.1,2.6,13.7,0.657,0.258,0.1,0.0
1958-08-26,0.0,3.2,14.0,0.645,0.453,0.1,0.0
1958-08-27,0.0,4.5,20.6,0.627,0.63,0.1,0.0
1958-08-28,0.0,3.6,23.4,0.615,0.781,0.1,0.0
1958-08-29,0.1,2.6,21.4,0.609,0.858,0.1,0.0
1958-08-30,11.0,2.2,19.8,0.608,0.9,0.1,0.9
1958-08-31,3.1,2.0,18.1,0.639,0.953,0.1,0.2
1958-09-01,0.0,2.8,16.6,0.631,0.909,0.1,0.0
1958-09-02,0.0,3.2,17.8,0.619,0.843,0.1,0.0
1958-09-03,0.0,2.6,19.5,0.609,0.782,0.1,0.0
1958-09-04,0.0,3.4,21.9,0.599,0.721,0.1,0.0
1958-09-05,0.0,4.0,22.3,0.585,0.686,0.1,0.0
1958-09-06,2.6,3.2,20.9,0.574,0.672,0.1,0.1
1958-09-07,0.0,2.4,19.3,0.571,0.665,0.2,0.0
1958-09-08,0.0,2.7,18.0,0.562,0.659,0.2,0.0
1958-09-09,0.0,3.0,18.6,0.552,0.642,0.2,0.0
1958-09-10,3.5,2.0,17.5,0.553,0.612,0.2,0.1
1958-09-11,0.0,3.1,16.8,0.545,0.579,0.2,0.0
1958-09-12,0.0,3.0,19.1,0.533,0.545,0.1,0.0
1958-09-13,0.0,3.8,21.2,0.521,0.503,0.1,0.0
1958-09-14,0.2,3.8,21.9,0.507,0.439,0.1,0.0
1958-09-15,14.7,1.8,18.7,0.509,0.373,0.1,0.8
1958-09-16,3.5,1.8,15.7,0.555,0.336,0.1,0.2
1958-09-17,0.0,1.6,13.8,0.551,0.295,0.1,0.0
1958-09-18,0.0,2.3,12.8,0.544,0.247,0.1,0.0
1958-09-19,1.1,2.5,15.4,0.535,0.195,0.1,0.0
1958-09-20,0.0,2.1,17.1,0.53,0.147,0.1,0.0
1958-09-21,4.9,1.5,16.1,0.537,0.114,0.1,0.2
1958-09-22,3.8,1.9,12.0,0.536,0.089,0.1,0.2
1958-09-23,0.0,1.8,10.3,0.54,0.063,0.1,0.0
1958-09-24,0.0,2.2,13.2,0.533,0.045,0.1,0.0
1958-09-25,0.8,1.9,13.9,0.527,0.035,0.1,0.0
1958-09-26,0.0,2.3,11.5,0.521,0.0,0.1,0.0
1958-09-27,0.0,2.6,12.7,0.512,-0.035,0.1,0.0
1958-09-28,0.0,2.2,15.9,0.505,-0.07,0.1,0.0
1958-09-29,65.5,2.0,17.9,0.54,-0.083,0.3,5.7
1958-09-30,10.8,1.0,13.0,0.749,0.027,0.4,1.4
1958-10-01,7.2,1.4,10.9,0.756,0.13,0.2,0.8
1958-10-02,4.5,1.4,11.1,0.774,0.219,0.3,0.3
1958-10-03,11.0,2.2,14.0,0.775,0.277,0.3,1.2
1958-10-04,1.6,1.7,13.1,0.8,0.327,0.4,0.1
1958-10-05,4.5,1.4,11.3,0.801,0.391,0.4,0.4
1958-10-06,0.0,1.5,7.5,0.802,0.449,0.5,0.0
1958-10-07,0.0,1.4,6.0,0.795,0.503,0.6,0.0
1958-10-08,0.0,1.4,8.3,0.787,0.557,0.6,0.0
1958-10-09,0.1,1.5,12.6,0.779,0.598,0.7,0.0
1958-10-10,2.9,1.9,14.8,0.771,0.57,0.7,0.2
1958-10-11,11.9,1.2,13.9,0.781,0.55,0.7,1.2
1958-10-12,2.8,1.2,10.4,0.81,0.541,0.7,0.2
1958-10-13,0.0,1.4,8.3,0.804,0.538,0.7,0.0
1958-10-14,6.4,0.8,10.9,0.805,0.532,0.8,0.6
1958-10-15,2.0,1.2,13.7,0.816,0.53,0.8,0.1
1958-10-16,0.6,1.3,8.6,0.81,0.525,0.8,0.0
1958-10-17,1.2,1.4,5.4,0.802,0.52,0.8,0.1
1958-10-18,0.2,1.1,4.8,0.798,0.513,0.8,0.0
1958-10-19,1.1,1.2,5.3,0.791,0.507,0.8,0.1
1958-10-20,1.1,1.0,7.6,0.789,0.505,0.8,0.0
1958-10-21,2.4,1.1,7.5,0.786,0.499,0.8,0.2
1958-10-22,0.0,1.3,7.7,0.783,0.476,0.8,0.0
1958-10-23,0.0,1.5,8.1,0.776,0.44,0.8,0.0
1958-10-24,0.0,1.4,7.5,0.768,0.396,0.7,0.0
1958-10-25,0.0,1.4,8.6,0.759,0.336,0.7,0.0
1958-10-26,0.0,1.2,8.0,0.752,0.28,0.7,0.0
1958-10-27,0.0,1.4,8.4,0.744,0.225,0.7,0.0
1958-10-28,0.0,1.1,8.6,0.737,0.169,0.6,0.0
1958-10-29,0.0,1.0,8.1,0.732,0.111,0.6,0.0
1958-10-30,3.0,1.0,10.1,0.729,0.052,0.6,0.2
1958-10-31,12.6,0.8,8.9,0.768,0.015,0.6,1.1
1958-11-01,0.1,0.7,2.8,0.772,-0.015,0.6,0.0
1958-11-02,11.8,0.9,4.1,0.774,-0.038,0.6,1.2
1958-11-03,4.7,0.8,10.1,0.817,-0.04,0.6,0.5
1958-11-04,0.0,0.7,6.9,0.815,-0.044,0.6,0.0
1958-11-05,4.2,0.6,5.7,0.814,-0.049,0.6,0.4
1958-11-06,4.4,0.6,6.2,0.823,-0.048,0.7,0.4
1958-11-07,16.3,0.6,8.8,0.855,-0.03,0.8,1.8
1958-11-08,19.3,0.6,10.3,0.908,0.017,0.9,2.5
1958-11-09,0.0,0.6,5.4,0.933,0.077,1.1,0.0
1958-11-10,7.5,0.6,2.3,0.936,0.113,1.3,0.9
1958-11-11,0.3,0.4,0.9,0.947,0.151,1.6,0.1
1958-11-12,0.0,0.4,0.2,0.941,0.189,1.8,0.0
1958-11-13,2.1,0.5,2.5,0.937,0.205,1.9,0.2
1958-11-14,0.4,0.5,1.8,0.931,0.222,2.0,0.0
1958-11-15,0.0,0.5,4.4,0.923,0.241,2.0,0.0
1958-11-16,0.0,0.5,4.3,0.914,0.253,2.0,0.0
1958-11-17,0.0,0.5,4.0,0.905,0.248,1.9,0.0
1958-11-18,0.0,0.6,6.1,0.897,0.218,1.8,0.0
1958-11-19,0.0,0.6,7.1,0.889,0.175,1.7,0.0
1958-11-20,0.0,0.6,5.1,0.881,0.133,1.6,0.0
1958-11-21,2.4,0.5,4.4,0.874,0.082,1.6,0.2
1958-11-22,1.9,0.5,8.3,0.879,0.038,1.5,0.2
1958-11-23,3.1,0.7,9.5,0.875,-0.01,1.4,0.3
1958-11-24,0.0,0.5,8.5,0.878,-0.057,1.4,0.0
1958-11-25,0.1,0.4,5.5,0.873,-0.11,1.4,0.0
1958-11-26,0.0,0.3,4.5,0.867,-0.168,1.3,0.0
1958-11-27,0.0,0.2,4.0,0.861,-0.224,1.3,0.0
1958-11-28,0.0,0.3,3.3,0.855,-0.268,1.3,0.0
1958-11-29,0.0,0.2,2.4,0.849,-0.309,1.2,0.0
1958-11-30,0.0,0.2,2.3,0.843,-0.364,1.2,0.0
1958-12-01,0.0,0.3,2.0,0.838,-0.405,1.1,0.0
1958-12-02,0.0,0.7,0.5,0.832,-0.447,1.1,0.0
1958-12-03,0.0,0.4,-0.3,0.827,-0.489,1.0,0.0
1958-12-04,0.0,0.5,0.2,0.822,-0.56,1.0,0.0
1958-12-05,0.0,0.4,0.5,0.818,-0.634,1.0,0.0
1958-12-06,0.0,0.5,-0.1,0.813,-0.708,0.9,0.0
1958-12-07,0.0,0.4,-0.4,0.809,-0.809,0.9,0.0
1958-12-08,0.0,0.4,0.7,0.806,-0.951,0.8,0.0
1958-12-09,3.8,0.4,1.7,0.803,-1.172,0.8,0.3
1958-12-10,28.1,0.5,5.3,0.84,-1.362,0.8,3.4
1958-12-11,15.2,0.6,5.2,0.938,-1.358,1.0,2.1
1958-12-12,54.9,0.8,7.6,1.028,-1.16,1.6,9.3
1958-12-13,18.9,0.7,6.3,1.141,-0.869,4.1,3.4
1958-12-14,9.5,0.5,4.2,1.158,-0.67,7.6,1.6
1958-12-15,25.5,0.5,5.2,1.168,-0.369,9.4,4.3
1958-12-16,2.8,0.8,6.7,1.174,0.051,11.0,0.4
1958-12-17,1.7,0.6,5.7,1.134,0.493,10.4,0.2
1958-12-18,1.5,0.6,6.9,1.099,0.891,8.5,0.2
1958-12-19,11.7,0.6,10.5,1.092,1.179,7.1,1.7
1958-12-20,3.3,0.5,6.4,1.089,1.377,6.5,0.4
1958-12-21,0.0,0.4,4.3,1.066,1.465,6.2,0.0
1958-12-22,2.9,0.4,3.9,1.045,1.394,5.5,0.4
1958-12-23,1.7,0.4,5.1,1.036,1.217,4.9,0.2
1958-12-24,0.0,0.4,2.3,1.018,1.099,4.5,0.0
1958-12-25,0.0,0.3,1.4,1.001,0.988,4.1,0.0
1958-12-26,1.3,0.3,1.1,0.985,0.841,3.7,0.1
1958-12-27,10.5,0.7,5.9,0.989,0.693,3.3,1.4
1958-12-28,2.9,0.6,8.8,1.003,0.585,3.2,0.4
1958-12-29,0.6,0.5,7.6,0.993,0.483,3.2,0.1
1958-12-30,0.0,0.6,5.5,0.979,0.375,3.2,0.0
1958-12-31,1.9,1.0,5.8,0.965,0.266,3.0,0.2
1959-01-01,0.0,0.4,2.9,0.956,0.227,2.8,0.0
1959-01-02,11.5,0.5,1.8,0.969,0.13,2.7,1.4
1959-01-03,5.1,0.5,2.0,0.973,0.067,2.6,0.6
1959-01-04,8.4,0.6,1.4,0.997,0.05,2.7,1.1
1959-01-05,3.7,0.5,-0.3,0.992,0.041,2.8,0.5
1959-01-06,19.6,0.5,5.3,1.024,0.061,3.1,2.8
1959-01-07,25.2,0.6,5.8,1.097,0.138,4.0,4.1
1959-01-08,0.0,0.6,0.3,1.095,0.227,5.7,0.0
1959-01-09,0.0,0.4,-2.9,1.071,0.335,6.0,0.0
1959-01-10,0.0,0.3,-3.3,1.049,0.408,5.4,0.0
1959-01-11,0.0,0.4,-4.0,1.03,0.449,4.6,0.0
1959-01-12,0.0,0.3,-3.5,1.013,0.463,4.0,0.0
1959-01-13,16.5,0.6,-2.1,1.003,0.487,3.4,13.6
1959-01-14,22.9,0.5,6.6,1.051,0.565,3.1,8.6
1959-01-15,13.4,0.5,5.5,1.068,0.696,3.2,2.3
1959-01-16,0.0,0.5,-0.4,1.088,0.82,4.0,0.2
1959-01-17,0.0,0.4,-1.6,1.07,0.852,5.0,0.0
1959-01-18,0.0,0.7,2.6,1.05,0.846,5.0,0.0
1959-01-19,0.0,0.7,8.5,1.032,0.826,4.5,0.0
1959-01-20,14.6,1.3,8.5,1.025,0.824,4.0,2.0
1959-01-21,0.0,0.7,6.1,1.045,0.867,3.9,0.0
1959-01-22,10.3,0.9,8.8,1.034,0.932,4.1,1.4
1959-01-23,0.6,0.7,7.8,1.046,1.002,4.3,0.1
1959-01-24,0.0,0.7,5.6,1.029,1.001,4.4,0.0
1959-01-25,0.0,1.0,1.3,1.01,0.966,4.2,0.0
1959-01-26,0.0,1.3,2.9,0.992,0.882,3.8,0.0
1959-01-27,0.0,0.9,5.1,0.975,0.798,3.4,0.0
1959-01-28,0.0,0.7,4.5,0.959,0.691,3.1,0.0
1959-01-29,0.0,0.6,3.8,0.945,0.594,2.8,0.0
1959-01-30,0.0,0.5,3.5,0.932,0.505,2.6,0.0
1959-01-31,0.0,0.4,0.7,0.921,0.374,2.3,0.0
1959-02-01,0.0,0.8,-1.1,0.911,0.214,2.1,0.0
1959-02-02,0.0,0.5,-2.8,0.902,0.024,2.0,0.0
1959-02-03,6.4,0.6,-1.0,0.897,-0.131,1.8,1.3
1959-02-04,0.6,0.7,4.9,0.91,-0.215,1.7,0.1
1959-02-05,0.0,1.0,7.3,0.905,-0.281,1.6,0.0
1959-02-06,0.0,0.9,6.4,0.897,-0.356,1.5,0.0
1959-02-07,0.9,0.7,6.8,0.889,-0.424,1.5,0.1
1959-02-08,0.0,0.9,7.5,0.885,-0.481,1.5,0.0
1959-02-09,0.0,0.8,5.3,0.877,-0.529,1.5,0.0
1959-02-10,3.3,0.6,3.5,0.876,-0.561,1.4,0.3
1959-02-11,0.0,0.8,3.9,0.872,-0.586,1.4,0.0
1959-02-12,0.0,0.8,3.3,0.865,-0.607,1.3,0.0
1959-02-13,0.0,0.9,3.5,0.858,-0.629,1.3,0.0
1959-02-14,0.0,0.9,4.5,0.851,-0.681,1.3,0.0
1959-02-15,0.0,1.1,4.9,0.844,-0.746,1.2,0.0
1959-02-16,0.0,1.5,5.7,0.836,-0.818,1.2,0.0
1959-02-17,0.0,1.7,7.4,0.826,-0.903,1.1,0.0
1959-02-18,0.0,1.3,6.2,0.817,-0.957,1.1,0.0
1959-02-19,0.0,1.3,5.9,0.808,-1.004,1.0,0.0
1959-02-20,0.0,1.2,5.8,0.8,-1.05,1.0,0.0
1959-02-21,0.0,1.0,2.9,0.793,-1.106,0.9,0.0
1959-02-22,0.0,0.8,5.0,0.788,-1.169,0.9,0.0
1959-02-23,0.0,1.2,6.9,0.782,-1.227,0.8,0.0
1959-02-24,0.0,0.9,5.5,0.776,-1.273,0.8,0.0
1959-02-25,0.0,1.3,7.6,0.77,-1.311,0.7,0.0
1959-02-26,0.0,1.4,7.3,0.764,-1.346,0.7,0.0
1959-02-27,0.0,1.9,8.0,0.756,-1.38,0.7,0.0
1959-02-28,0.0,2.0,7.7,0.748,-1.417,0.6,0.0
1959-03-01,0.0,1.4,7.6,0.741,-1.44,0.6,0.0
1959-03-02,0.0,1.5,9.4,0.736,-1.469,0.6,0.0
1959-03-03,33.3,1.1,9.4,0.748,-1.478,0.6,3.4
1959-03-04,3.6,0.9,6.3,0.852,-1.384,0.6,0.4
1959-03-05,1.2,1.5,10.4,0.849,-1.3,0.6,0.1
1959-03-06,3.0,1.0,8.9,0.851,-1.214,0.7,0.2
1959-03-07,1.7,1.3,6.2,0.851,-1.132,0.7,0.1
1959-03-08,0.0,1.4,7.4,0.847,-1.059,0.8,0.0
1959-03-09,1.6,1.2,7.3,0.844,-0.988,0.9,0.1
1959-03-10,0.0,1.1,8.2,0.84,-0.918,0.9,0.0
1959-03-11,8.3,1.0,6.3,0.854,-0.835,0.9,0.8
1959-03-12,0.1,1.3,4.4,0.853,-0.753,1.0,0.0
1959-03-13,0.0,1.5,3.6,0.846,-0.688,1.0,0.0
1959-03-14,0.0,1.6,2.9,0.839,-0.715,1.0,0.0
1959-03-15,0.0,2.1,5.5,0.83,-0.732,1.0,0.0
1959-03-16,0.0,1.8,3.6,0.821,-0.746,1.0,0.0
1959-03-17,2.3,1.1,2.6,0.816,-0.761,1.0,0.2
1959-03-18,0.0,1.6,7.7,0.813,-0.734,0.9,0.0
1959-03-19,6.8,1.8,9.6,0.809,-0.699,0.9,0.6
1959-03-20,0.0,2.0,10.2,0.818,-0.667,0.9,0.0
1959-03-21,2.5,1.7,10.1,0.811,-0.637,0.8,0.2
1959-03-22,4.1,0.9,10.1,0.822,-0.595,0.8,0.4
1959-03-23,0.0,2.1,11.0,0.817,-0.566,0.8,0.0
1959-03-24,21.9,1.1,10.5,0.842,-0.515,0.8,2.4
1959-03-25,0.0,1.7,6.2,0.875,-0.425,0.9,0.0
1959-03-26,0.0,1.6,5.7,0.867,-0.358,0.9,0.0
1959-03-27,10.8,1.2,6.9,0.872,-0.306,1.0,1.2
1959-03-28,4.1,1.1,7.4,0.896,-0.25,1.1,0.3
1959-03-29,7.1,1.9,5.5,0.893,-0.186,1.1,0.8
1959-03-30,7.1,1.2,5.0,0.917,-0.072,1.3,0.7
1959-03-31,0.0,2.0,5.4,0.913,0.099,1.4,0.0
1959-04-01,0.0,2.5,7.3,0.9,0.219,1.5,0.0
1959-04-02,0.0,3.0,10.1,0.885,0.289,1.5,0.0
1959-04-03,0.0,3.3,14.2,0.868,0.297,1.5,0.0
1959-04-04,0.0,3.4,14.8,0.851,0.251,1.4,0.0
1959-04-05,0.0,2.8,13.0,0.836,0.201,1.3,0.0
1959-04-06,4.2,2.7,10.4,0.824,0.153,1.2,0.3
1959-04-07,5.3,1.7,7.0,0.835,0.092,1.2,0.4
1959-04-08,8.3,1.7,7.7,0.831,0.042,1.1,0.8
1959-04-09,20.2,1.5,4.6,0.87,0.01,1.0,2.3
1959-04-10,20.2,1.0,4.2,0.936,0.031,1.2,2.5
1959-04-11,1.5,1.3,6.4,0.958,0.077,1.3,0.1
1959-04-12,0.0,2.3,11.3,0.947,0.123,1.6,0.0
1959-04-13,0.0,3.0,14.1,0.93,0.17,1.8,0.0
1959-04-14,2.2,3.3,13.9,0.913,0.226,1.9,0.2
1959-04-15,20.2,1.5,11.9,0.916,0.293,1.9,2.3
1959-04-16,30.6,1.5,7.6,0.972,0.403,2.0,4.6
1959-04-17,5.8,1.0,6.4,1.056,0.561,2.5,0.8
1959-04-18,3.1,1.4,7.7,1.048,0.722,3.6,0.2
1959-04-19,0.0,1.5,2.8,1.031,0.848,4.1,0.0
1959-04-20,0.0,2.3,3.5,1.009,0.914,4.1,0.0
1959-04-21,0.0,2.8,3.5,0.986,0.945,3.8,0.0
1959-04-22,0.0,2.8,4.8,0.964,0.969,3.4,0.0
1959-04-23,0.0,2.0,8.9,0.946,0.975,3.0,0.0
1959-04-24,0.0,3.0,10.4,0.928,0.964,2.7,0.0
1959-04-25,5.0,2.1,11.3,0.924,0.948,2.4,0.5
1959-04-26,16.8,1.4,9.1,0.943,0.897,2.2,1.8
1959-04-27,15.4,2.0,8.4,0.959,0.816,2.1,2.0
1959-04-28,6.4,1.6,10.2,1.004,0.784,2.3,0.8
1959-04-29,37.9,1.5,9.3,1.017,0.77,2.8,5.7
1959-04-30,8.0,0.9,4.3,1.114,0.816,4.1,1.3
1959-05-01,0.5,2.0,6.1,1.094,0.867,5.9,0.0
1959-05-02,0.5,1.7,6.5,1.065,0.935,6.1,0.0
1959-05-03,0.0,3.0,6.1,1.035,1.018,5.5,0.0
1959-05-04,0.0,3.0,9.2,1.006,1.079,4.7,0.0
1959-05-05,1.7,2.8,13.0,0.984,1.118,4.0,0.1
1959-05-06,0.0,3.1,13.1,0.96,1.143,3.5,0.0
1959-05-07,0.0,2.3,12.5,0.941,1.159,3.0,0.0
1959-05-08,0.0,3.7,14.9,0.921,1.132,2.6,0.0
1959-05-09,3.8,2.6,15.4,0.914,1.087,2.3,0.3
1959-05-10,0.5,3.2,15.3,0.898,0.98,2.1,0.0
1959-05-11,0.5,3.5,15.9,0.879,0.879,1.9,0.0
1959-05-12,35.5,2.1,14.7,0.961,0.878,1.8,4.3
1959-05-13,0.6,3.6,14.8,0.965,0.915,1.9,0.0
1959-05-14,0.0,4.5,14.1,0.94,0.948,2.1,0.0
1959-05-15,0.0,4.2,11.4,0.915,0.961,2.1,0.0
1959-05-16,0.0,3.5,10.4,0.893,0.982,2.0,0.0
1959-05-17,0.0,3.6,13.4,0.873,0.983,1.9,0.0
1959-05-18,11.3,1.8,13.3,0.869,0.985,1.7,1.1
1959-05-19,2.9,3.0,13.9,0.885,0.986,1.5,0.2
1959-05-20,0.1,3.6,14.8,0.874,0.965,1.5,0.0
1959-05-21,0.7,2.9,14.9,0.857,0.926,1.4,0.0
1959-05-22,10.2,1.8,12.2,0.85,0.786,1.3,1.0
1959-05-23,7.2,1.6,12.1,0.887,0.691,1.3,0.7
1959-05-24,0.4,2.6,13.1,0.879,0.64,1.2,0.0
1959-05-25,2.3,2.9,13.9,0.871,0.615,1.2,0.1
1959-05-26,0.5,3.4,14.0,0.855,0.591,1.2,0.0
1959-05-27,0.0,4.4,14.3,0.836,0.57,1.2,0.0
1959-05-28,0.0,4.5,12.7,0.816,0.565,1.2,0.0
1959-05-29,0.0,3.6,9.0,0.798,0.524,1.1,0.0
1959-05-30,0.0,3.4,8.2,0.783,0.477,1.0,0.0
1959-05-31,0.0,3.3,9.7,0.769,0.451,0.9,0.0
1959-06-01,0.0,3.8,12.8,0.754,0.435,0.9,0.0
1959-06-02,0.0,4.2,14.6,0.737,0.372,0.8,0.0
1959-06-03,0.0,4.7,17.1,0.718,0.299,0.7,0.0
1959-06-04,0.0,4.5,19.3,0.7,0.194,0.7,0.0
1959-06-05,8.5,2.5,17.7,0.692,0.063,0.6,0.5
1959-06-06,6.1,3.4,15.8,0.705,-0.031,0.6,0.4
1959-06-07,3.1,1.5,11.4,0.72,-0.084,0.5,0.2
1959-06-08,0.1,3.6,11.6,0.71,-0.131,0.5,0.0
1959-06-09,2.7,2.1,10.9,0.704,-0.171,0.5,0.0
1959-06-10,0.0,3.6,9.5,0.694,-0.207,0.4,0.0
1959-06-11,0.0,3.9,9.7,0.68,-0.247,0.4,0.0
1959-06-12,0.0,4.3,10.6,0.665,-0.281,0.4,0.0
1959-06-13,0.0,3.6,13.1,0.652,-0.301,0.4,0.0
1959-06-14,0.0,4.7,16.8,0.637,-0.315,0.4,0.0
1959-06-15,0.0,4.4,16.7,0.622,-0.328,0.4,0.0
1959-06-16,0.0,4.7,17.5,0.606,-0.344,0.3,0.0
1959-06-17,4.5,4.7,19.6,0.593,-0.374,0.3,0.2
1959-06-18,0.1,4.5,21.0,0.588,-0.399,0.3,0.0
1959-06-19,5.3,4.0,19.6,0.576,-0.428,0.3,0.3
1959-06-20,6.0,3.3,17.0,0.582,-0.449,0.3,0.3
1959-06-21,1.9,2.7,15.6,0.591,-0.464,0.3,0.0
1959-06-22,0.0,3.9,17.6,0.58,-0.479,0.2,0.0
1959-06-23,2.6,4.1,19.9,0.569,-0.494,0.2,0.1
1959-06-24,9.9,3.3,19.4,0.569,-0.496,0.2,0.5
1959-06-25,3.8,3.6,18.2,0.58,-0.479,0.2,0.2
1959-06-26,0.4,2.2,16.1,0.582,-0.451,0.2,0.0
1959-06-27,0.6,3.0,15.1,0.572,-0.418,0.2,0.0
1959-06-28,9.9,3.2,14.6,0.566,-0.386,0.2,0.5
1959-06-29,16.2,2.2,11.8,0.63,-0.306,0.2,1.0
1959-06-30,2.3,2.6,12.0,0.633,-0.225,0.2,0.1
1959-07-01,0.0,4.1,13.3,0.62,-0.155,0.2,0.0
1959-07-02,0.0,4.8,17.4,0.603,-0.094,0.2,0.0
1959-07-03,0.0,5.4,20.5,0.583,-0.044,0.2,0.0
1959-07-04,0.0,5.9,22.3,0.559,-0.015,0.2,0.0
1959-07-05,0.0,5.9,23.6,0.538,-0.029,0.2,0.0
1959-07-06,0.0,4.6,19.6,0.522,-0.07,0.2,0.0
1959-07-07,0.0,5.8,20.6,0.506,-0.138,0.1,0.0
1959-07-08,0.0,5.9,24.3,0.488,-0.203,0.1,0.0
1959-07-09,0.0,6.4,24.4,0.47,-0.314,0.1,0.0
1959-07-10,0.2,5.7,24.1,0.455,-0.44,0.1,0.0
1959-07-11,0.5,3.3,20.0,0.447,-0.545,0.1,0.0
1959-07-12,0.0,3.8,18.5,0.441,-0.613,0.1,0.0
1959-07-13,0.0,3.9,17.5,0.434,-0.664,0.1,0.0
1959-07-14,26.3,2.4,16.8,0.503,-0.671,0.1,1.1
1959-07-15,0.0,4.5,15.2,0.505,-0.659,0.1,0.0
1959-07-16,0.0,4.8,15.9,0.488,-0.64,0.1,0.0
1959-07-17,0.0,5.6,18.2,0.469,-0.624,0.1,0.0
1959-07-18,0.0,5.5,20.6,0.451,-0.606,0.1,0.0
1959-07-19,0.0,4.8,20.1,0.437,-0.595,0.1,0.0
1959-07-20,0.0,4.6,20.5,0.426,-0.588,0.1,0.0
1959-07-21,0.0,5.0,21.2,0.415,-0.598,0.1,0.0
1959-07-22,0.0,4.1,22.0,0.405,-0.602,0.1,0.0
1959-07-23,2.2,2.7,19.1,0.399,-0.588,0.1,0.0
1959-07-24,5.2,2.7,18.4,0.411,-0.618,0.1,0.1
1959-07-25,5.7,3.7,18.8,0.411,-0.651,0.1,0.1
1959-07-26,0.4,4.6,20.6,0.404,-0.668,0.1,0.0
1959-07-27,0.0,4.1,20.2,0.394,-0.681,0.1,0.0
1959-07-28,0.7,4.5,17.1,0.385,-0.694,0.1,0.0
1959-07-29,10.9,2.4,14.6,0.386,-0.699,0.1,0.4
1959-07-30,6.2,1.8,13.0,0.43,-0.668,0.1,0.2
1959-07-31,0.0,3.2,14.1,0.424,-0.631,0.4,0.0
1959-08-01,0.0,3.7,14.8,0.412,-0.601,0.4,0.0
1959-08-02,0.0,3.4,13.8,0.402,-0.579,0.1,0.0
1959-08-03,0.0,3.8,13.7,0.392,-0.58,0.1,0.0
1959-08-04,0.0,4.2,15.7,0.383,-0.591,0.1,0.0
1959-08-05,0.0,4.1,16.2,0.375,-0.614,0.1,0.0
1959-08-06,0.0,3.9,17.5,0.368,-0.628,0.1,0.0
1959-08-07,0.6,4.2,21.4,0.36,-0.635,0.1,0.0
1959-08-08,3.8,2.6,18.6,0.356,-0.641,0.0,0.1
1959-08-09,28.6,3.8,19.6,0.374,-0.665,0.0,1.2
1959-08-10,19.5,2.0,16.7,0.507,-0.589,0.2,1.2
1959-08-11,5.9,2.6,14.8,0.513,-0.504,0.1,0.4
1959-08-12,0.1,1.9,14.8,0.521,-0.411,0.1,0.0
1959-08-13,4.5,1.8,17.1,0.529,-0.31,0.1,0.3
1959-08-14,5.5,2.3,17.1,0.53,-0.206,0.1,0.3
1959-08-15,0.0,3.3,14.1,0.53,-0.103,0.1,0.0
1959-08-16,0.0,4.0,14.3,0.515,-0.01,0.1,0.0
1959-08-17,0.0,4.3,14.4,0.499,0.08,0.1,0.0
1959-08-18,0.0,3.7,14.8,0.486,0.168,0.1,0.0
1959-08-19,0.0,4.0,17.4,0.473,0.24,0.1,0.0
1959-08-20,9.4,3.6,18.7,0.464,0.236,0.1,0.5
1959-08-21,19.6,1.1,15.4,0.539,0.271,0.1,1.3
1959-08-22,1.3,2.9,13.4,0.547,0.308,0.1,0.0
1959-08-23,0.0,2.5,14.4,0.539,0.335,0.1,0.0
1959-08-24,0.0,3.2,18.5,0.529,0.353,0.1,0.0
1959-08-25,0.0,3.7,19.4,0.516,0.353,0.1,0.0
1959-08-26,0.2,3.6,20.0,0.504,0.344,0.1,0.0
1959-08-27,28.5,3.2,18.8,0.507,0.339,0.1,2.0
1959-08-28,4.8,2.6,18.7,0.594,0.397,0.1,0.4
1959-08-29,0.0,3.8,16.2,0.581,0.443,0.1,0.0
