date,pluie_mm,etp_mm,t_c,swi,sswi_10j,drainage_mm,ruissellement_mm
1972-11-16,15.0,0.8,7.5,0.898,-0.563,0.8,2.0
1972-11-17,12.7,0.9,11.4,0.937,-0.472,1.1,1.7
1972-11-18,0.0,0.6,2.8,0.952,-0.374,1.4,0.0
1972-11-19,24.7,0.7,5.8,0.969,-0.261,1.8,3.5
1972-11-20,14.9,0.8,7.7,1.027,-0.103,2.4,2.2
1972-11-21,26.0,0.8,8.5,1.078,0.086,3.4,4.2
1972-11-22,10.0,0.7,11.6,1.122,0.302,5.1,1.6
1972-11-23,0.0,0.5,5.4,1.116,0.513,6.8,0.0
1972-11-24,0.0,0.5,0.8,1.088,0.669,7.1,0.0
1972-11-25,0.0,0.5,0.0,1.061,0.8,6.4,0.0
1972-11-26,0.0,0.4,0.0,1.037,0.925,5.5,0.0
1972-11-27,0.0,0.4,0.4,1.016,1.008,4.7,0.0
1972-11-28,0.0,0.7,2.8,0.998,1.039,4.1,0.0
1972-11-29,4.8,0.5,4.5,0.985,1.042,3.6,0.6
1972-11-30,9.1,0.5,6.5,1.0,1.03,3.3,1.1
1972-12-01,0.5,0.4,4.6,0.999,0.961,3.2,0.0
1972-12-02,4.7,0.6,7.3,0.988,0.839,3.2,0.6
1972-12-03,4.9,0.5,4.6,1.001,0.72,3.2,0.6
1972-12-04,4.9,0.4,3.7,0.994,0.622,3.2,0.6
1972-12-05,0.3,0.5,5.9,0.994,0.552,3.2,0.0
1972-12-06,5.3,0.5,7.6,0.983,0.494,3.1,0.7
1972-12-07,14.2,0.7,7.0,1.011,0.468,3.1,1.9
1972-12-08,13.2,0.4,4.2,1.045,0.486,3.4,2.5
1972-12-09,0.0,0.4,1.9,1.067,0.533,4.1,0.6
1972-12-10,0.1,0.3,1.5,1.052,0.575,4.7,0.0
1972-12-11,0.0,0.4,3.2,1.034,0.614,4.6,0.0
1972-12-12,0.0,0.3,3.6,1.016,0.646,4.3,0.0
1972-12-13,0.0,0.3,5.3,1.0,0.65,3.9,0.0
1972-12-14,0.0,0.6,6.3,0.984,0.629,3.6,0.0
1972-12-15,0.0,0.7,7.6,0.969,0.543,3.3,0.0
1972-12-16,0.0,0.6,8.6,0.957,0.454,3.0,0.0
1972-12-17,0.0,0.5,7.1,0.945,0.307,2.7,0.0
1972-12-18,0.0,0.4,5.5,0.933,0.156,2.5,0.0
1972-12-19,0.0,0.9,3.6,0.921,0.029,2.3,0.0
1972-12-20,0.0,0.4,1.9,0.911,-0.104,2.1,0.0
1972-12-21,0.0,0.5,1.8,0.903,-0.231,2.0,0.0
1972-12-22,0.0,0.3,0.7,0.895,-0.336,1.8,0.0
1972-12-23,0.0,0.4,0.6,0.888,-0.449,1.7,0.0
1972-12-24,0.0,0.3,0.7,0.881,-0.547,1.6,0.0
1972-12-25,0.0,0.3,4.8,0.875,-0.617,1.5,0.0
1972-12-26,0.0,0.6,9.0,0.869,-0.711,1.4,0.0
1972-12-27,29.5,0.7,9.2,0.881,-0.788,1.4,3.7
1972-12-28,0.0,0.6,4.5,0.955,-0.758,1.5,0.0
1972-12-29,0.0,0.4,2.6,0.949,-0.71,1.6,0.0
1972-12-30,0.0,0.2,1.2,0.942,-0.692,1.9,0.0
1972-12-31,0.0,0.5,2.8,0.934,-0.671,2.0,0.0
1973-01-01,0.0,0.2,3.3,0.925,-0.636,2.0,0.0
1973-01-02,0.0,0.2,2.0,0.917,-0.614,2.0,0.0
1973-01-03,0.0,0.3,0.0,0.909,-0.601,1.9,0.0
1973-01-04,0.0,0.3,1.6,0.901,-0.588,1.8,0.0
1973-01-05,0.0,0.3,1.7,0.894,-0.569,1.7,0.0
1973-01-06,0.0,0.2,1.3,0.886,-0.583,1.6,0.0
1973-01-07,0.0,0.2,0.8,0.88,-0.689,1.5,0.0
1973-01-08,0.0,0.3,0.0,0.873,-0.818,1.5,0.0
1973-01-09,0.0,0.1,-1.9,0.867,-1.001,1.4,0.0
1973-01-10,0.0,0.2,-1.9,0.861,-1.077,1.3,0.0
1973-01-11,0.0,0.2,0.6,0.856,-1.128,1.3,0.0
1973-01-12,0.0,0.3,3.9,0.85,-1.163,1.2,0.0
1973-01-13,8.4,0.7,6.5,0.85,-1.191,1.1,0.9
1973-01-14,12.3,0.5,5.4,0.901,-1.165,1.1,1.5
1973-01-15,8.3,0.5,4.1,0.911,-1.133,1.2,1.0
1973-01-16,0.5,0.3,2.2,0.926,-1.078,1.3,0.1
1973-01-17,2.2,0.5,5.2,0.922,-1.025,1.5,0.2
1973-01-18,0.4,0.4,1.0,0.922,-0.968,1.6,0.0
1973-01-19,2.4,0.3,0.3,0.916,-0.914,1.7,0.3
1973-01-20,9.7,0.6,3.9,0.92,-0.82,1.7,1.2
1973-01-21,4.6,0.5,2.2,0.953,-0.671,1.8,0.8
1973-01-22,0.0,0.4,0.1,0.95,-0.53,1.9,0.0
1973-01-23,1.9,0.5,1.4,0.943,-0.409,2.0,0.2
1973-01-24,0.0,0.5,4.7,0.939,-0.376,2.1,0.0
1973-01-25,0.0,0.7,2.7,0.929,-0.354,2.1,0.0
1973-01-26,3.0,0.4,0.3,0.922,-0.347,2.0,0.6
1973-01-27,40.3,0.5,4.3,0.992,-0.249,2.2,5.8
1973-01-28,0.0,0.6,2.7,1.045,-0.082,2.7,0.0
1973-01-29,1.8,0.4,2.2,1.032,0.076,3.5,0.2
1973-01-30,8.0,0.4,4.0,1.031,0.231,3.9,0.9
1973-01-31,1.9,0.5,2.1,1.031,0.338,4.0,0.2
1973-02-01,0.0,0.6,-0.7,1.015,0.413,4.0,0.0
1973-02-02,0.0,0.7,-1.7,0.999,0.467,3.8,0.0
1973-02-03,0.0,0.8,0.5,0.984,0.479,3.4,0.0
1973-02-04,0.0,0.8,4.0,0.97,0.482,3.1,0.0
1973-02-05,0.0,1.0,6.1,0.955,0.5,2.8,0.0
1973-02-06,0.0,0.6,3.3,0.943,0.442,2.6,0.0
1973-02-07,0.0,0.5,2.3,0.933,0.335,2.4,0.0
1973-02-08,0.0,0.6,3.7,0.923,0.236,2.3,0.0
1973-02-09,3.2,0.8,4.7,0.918,0.127,2.1,0.5
1973-02-10,2.8,0.6,1.4,0.932,0.027,2.0,0.7
1973-02-11,0.0,0.7,0.9,0.931,-0.064,2.0,0.0
1973-02-12,27.3,0.7,2.5,0.952,-0.117,2.0,3.7
1973-02-13,2.1,0.7,1.3,1.008,-0.096,2.2,0.3
1973-02-14,0.1,0.5,-0.2,1.012,-0.055,2.7,1.1
1973-02-15,0.0,0.5,-0.4,1.029,0.014,3.2,1.1
1973-02-16,0.0,0.5,-1.9,1.025,0.1,3.5,0.1
1973-02-17,0.0,0.7,-1.0,1.013,0.194,3.6,0.1
1973-02-18,0.0,0.7,-1.4,1.0,0.277,3.4,0.0
1973-02-19,0.0,0.6,0.3,0.991,0.342,3.2,0.3
1973-02-20,0.0,0.8,1.0,0.983,0.369,2.9,0.2
1973-02-21,4.3,0.6,3.2,0.978,0.392,2.7,0.6
1973-02-22,0.6,0.9,3.4,0.979,0.412,2.7,0.1
1973-02-23,15.9,0.8,2.8,0.979,0.391,2.8,2.1
1973-02-24,20.3,0.5,2.8,1.043,0.441,3.1,3.0
1973-02-25,0.1,0.7,-0.6,1.054,0.486,3.9,0.1
1973-02-26,0.0,0.6,-0.1,1.059,0.532,4.4,1.2
1973-02-27,0.0,1.1,-0.7,1.054,0.575,4.7,0.4
1973-02-28,0.0,1.3,-0.9,1.037,0.617,4.6,0.0
1973-03-01,0.0,1.4,3.3,1.018,0.64,4.3,0.0
1973-03-02,0.2,1.3,2.4,1.001,0.633,3.9,0.0
1973-03-03,0.0,1.2,4.4,0.984,0.61,3.5,0.0
1973-03-04,0.0,1.3,8.9,0.969,0.56,3.3,0.0
1973-03-05,0.0,1.8,10.3,0.954,0.494,3.0,0.0
1973-03-06,0.0,1.0,5.4,0.94,0.38,2.7,0.0
1973-03-07,0.0,1.4,1.4,0.927,0.272,2.5,0.0
1973-03-08,0.0,1.7,2.2,0.915,0.177,2.3,0.0
1973-03-09,0.0,1.9,4.1,0.902,0.093,2.1,0.0
1973-03-10,0.0,2.3,1.2,0.888,0.02,1.9,0.0
1973-03-11,0.0,2.0,0.5,0.876,-0.039,1.7,0.0
1973-03-12,0.0,1.8,1.4,0.866,-0.093,1.6,0.0
1973-03-13,0.0,1.1,-1.5,0.857,-0.158,1.5,0.0
1973-03-14,0.0,1.1,-1.0,0.85,-0.236,1.4,0.0
1973-03-15,0.0,1.4,0.2,0.843,-0.326,1.3,0.0
1973-03-16,0.0,1.7,1.2,0.836,-0.41,1.2,0.0
1973-03-17,0.0,1.8,2.5,0.828,-0.484,1.1,0.0
1973-03-18,0.0,2.0,3.5,0.819,-0.513,1.1,0.0
1973-03-19,0.0,1.7,3.7,0.81,-0.533,1.0,0.0
1973-03-20,0.0,2.6,6.1,0.8,-0.567,1.0,0.0
1973-03-21,0.0,2.8,8.9,0.789,-0.588,0.9,0.0
1973-03-22,0.0,2.6,10.5,0.777,-0.613,0.9,0.0
1973-03-23,0.0,2.8,11.2,0.765,-0.654,0.8,0.0
1973-03-24,11.2,2.5,11.0,0.759,-0.708,0.8,1.0
1973-03-25,1.0,1.0,5.1,0.787,-0.716,0.7,0.1
1973-03-26,0.0,1.4,4.2,0.782,-0.736,0.7,0.0
1973-03-27,0.0,1.8,6.2,0.776,-0.772,0.7,0.0
1973-03-28,0.0,1.3,8.7,0.771,-0.803,0.6,0.0
1973-03-29,0.0,2.2,6.3,0.763,-0.808,0.6,0.0
1973-03-30,0.0,1.6,3.9,0.757,-0.802,0.6,0.0
1973-03-31,0.0,1.9,6.1,0.75,-0.797,0.6,0.0
1973-04-01,0.0,2.0,6.4,0.742,-0.801,0.6,0.0
1973-04-02,0.1,1.6,5.8,0.737,-0.808,0.6,0.1
1973-04-03,0.0,2.1,2.2,0.753,-0.802,0.5,0.6
1973-04-04,0.0,2.3,3.1,0.749,-0.818,0.5,0.0
1973-04-05,0.0,2.4,8.6,0.742,-0.836,0.5,0.0
1973-04-06,0.0,2.5,10.6,0.734,-0.86,0.5,0.0
1973-04-07,0.0,2.2,5.5,0.726,-0.888,0.5,0.0
1973-04-08,0.0,2.3,3.6,0.719,-0.922,0.5,0.0
1973-04-09,0.0,1.6,1.5,0.714,-0.944,0.5,0.0
1973-04-10,0.0,1.5,-0.3,0.711,-0.958,0.5,0.1
1973-04-11,2.7,1.7,2.1,0.712,-0.961,0.4,0.3
1973-04-12,2.1,0.8,3.5,0.721,-0.957,0.4,0.1
1973-04-13,0.0,1.8,3.1,0.717,-0.961,0.4,0.0
1973-04-14,0.0,2.4,3.2,0.709,-0.955,0.4,0.0
1973-04-15,0.0,2.6,5.2,0.701,-0.944,0.4,0.0
1973-04-16,0.0,2.0,6.3,0.695,-0.928,0.4,0.0
1973-04-17,0.0,3.0,7.8,0.686,-0.906,0.4,0.0
1973-04-18,0.0,2.8,8.2,0.677,-0.887,0.4,0.0
1973-04-19,0.0,1.7,5.2,0.671,-0.869,0.4,0.0
1973-04-20,2.2,1.4,1.7,0.667,-0.853,0.4,0.1
1973-04-21,4.1,1.4,4.1,0.671,-0.836,0.3,0.3
1973-04-22,12.9,1.0,3.4,0.714,-0.8,0.3,1.0
1973-04-23,0.0,1.8,4.8,0.716,-0.768,0.3,0.0
1973-04-24,3.4,0.9,4.5,0.715,-0.736,0.3,0.1
1973-04-25,0.0,1.8,5.7,0.715,-0.712,0.3,0.0
1973-04-26,0.0,2.6,8.9,0.708,-0.694,0.3,0.0
1973-04-27,3.9,1.8,11.1,0.703,-0.678,0.3,0.3
1973-04-28,13.1,1.2,10.0,0.719,-0.65,0.3,1.2
1973-04-29,3.7,1.9,10.7,0.757,-0.604,0.3,0.3
1973-04-30,0.0,3.1,14.7,0.75,-0.572,0.3,0.0
1973-05-01,0.9,2.9,14.8,0.74,-0.568,0.3,0.0
1973-05-02,5.3,3.1,15.0,0.734,-0.614,0.4,0.4
1973-05-03,5.2,3.2,15.8,0.739,-0.656,0.4,0.4
1973-05-04,0.0,3.0,15.4,0.74,-0.67,0.4,0.0
1973-05-05,0.1,2.2,12.1,0.73,-0.676,0.4,0.0
1973-05-06,11.5,2.9,9.1,0.727,-0.683,0.4,1.0
1973-05-07,22.7,1.6,7.3,0.765,-0.665,0.4,2.4
1973-05-08,2.4,1.5,7.2,0.824,-0.625,0.5,0.2
1973-05-09,0.0,1.9,7.9,0.818,-0.592,0.4,0.0
1973-05-10,0.0,1.6,9.9,0.812,-0.549,0.5,0.0
1973-05-11,0.0,2.8,8.5,0.803,-0.477,0.5,0.0
1973-05-12,0.0,3.0,8.1,0.791,-0.411,0.6,0.0
1973-05-13,0.0,3.9,11.8,0.777,-0.369,0.6,0.0
1973-05-14,0.0,2.9,17.2,0.767,-0.348,0.6,0.0
1973-05-15,0.0,3.4,18.1,0.756,-0.328,0.6,0.0
1973-05-16,0.0,3.3,17.9,0.744,-0.313,0.6,0.0
1973-05-17,0.3,2.3,13.7,0.735,-0.336,0.6,0.0
1973-05-18,7.9,2.8,14.4,0.728,-0.433,0.6,0.6
1973-05-19,3.8,2.1,12.1,0.751,-0.503,0.6,0.2
1973-05-20,25.8,2.5,13.2,0.761,-0.551,0.5,2.6
1973-05-21,0.1,3.1,13.1,0.82,-0.518,0.6,0.0
1973-05-22,5.4,2.7,13.4,0.82,-0.47,0.5,0.3
1973-05-23,3.5,2.7,13.3,0.822,-0.394,0.6,0.3
1973-05-24,0.0,4.0,13.0,0.809,-0.315,0.6,0.0
1973-05-25,0.0,4.5,16.4,0.792,-0.229,0.6,0.0
1973-05-26,0.0,4.9,20.0,0.771,-0.162,0.7,0.0
1973-05-27,6.9,2.8,19.9,0.762,-0.106,0.7,0.5
1973-05-28,1.0,1.8,13.2,0.773,-0.033,0.7,0.0
1973-05-29,0.0,3.3,11.7,0.761,0.013,0.6,0.0
1973-05-30,0.4,1.2,13.2,0.755,0.05,0.6,0.0
1973-05-31,42.2,2.6,18.0,0.779,0.062,0.7,4.7
1973-06-01,32.0,1.2,12.6,0.935,0.213,0.9,4.6
1973-06-02,0.0,3.0,10.5,0.968,0.377,1.0,0.0
1973-06-03,0.0,3.8,12.9,0.951,0.527,1.3,0.0
1973-06-04,0.0,2.7,14.6,0.935,0.648,1.7,0.0
1973-06-05,6.7,2.0,14.4,0.925,0.725,1.9,0.7
1973-06-06,3.8,2.0,16.0,0.941,0.808,1.9,0.3
1973-06-07,0.0,3.6,16.4,0.924,0.877,1.9,0.0
1973-06-08,0.0,4.2,13.2,0.902,0.954,1.9,0.0
1973-06-09,0.0,4.2,14.4,0.879,1.041,1.8,0.0
1973-06-10,0.0,3.6,16.4,0.859,1.088,1.7,0.0
1973-06-11,0.0,4.2,17.6,0.839,0.993,1.5,0.0
1973-06-12,7.3,4.6,18.3,0.819,0.866,1.4,0.6
1973-06-13,3.2,2.6,16.2,0.827,0.757,1.3,0.2
1973-06-14,0.0,3.2,15.1,0.819,0.664,1.2,0.0
1973-06-15,0.0,5.5,17.5,0.797,0.585,1.1,0.0
1973-06-16,0.0,5.2,20.6,0.774,0.501,1.0,0.0
1973-06-17,0.0,3.9,18.3,0.755,0.433,0.9,0.0
1973-06-18,0.0,4.1,17.0,0.739,0.378,0.8,0.0
1973-06-19,4.5,5.1,18.6,0.72,0.33,0.8,0.2
1973-06-20,6.0,2.7,11.7,0.72,0.301,0.7,0.4
1973-06-21,2.8,1.7,10.2,0.728,0.294,0.7,0.2
1973-06-22,3.2,1.3,11.8,0.736,0.305,0.6,0.2
1973-06-23,0.0,3.7,14.2,0.726,0.306,0.6,0.0
1973-06-24,0.0,4.4,16.0,0.711,0.303,0.5,0.0
1973-06-25,0.0,4.4,18.4,0.694,0.302,0.5,0.0
1973-06-26,0.0,5.2,21.9,0.676,0.295,0.5,0.0
1973-06-27,0.1,2.8,19.5,0.666,0.294,0.5,0.0
1973-06-28,0.0,4.4,18.5,0.653,0.298,0.4,0.0
1973-06-29,0.0,4.2,16.3,0.638,0.311,0.4,0.0
1973-06-30,0.0,4.9,18.8,0.622,0.322,0.4,0.0
1973-07-01,0.0,5.0,22.2,0.604,0.319,0.4,0.0
1973-07-02,0.0,5.1,20.9,0.588,0.291,0.3,0.0
1973-07-03,0.0,4.9,21.8,0.571,0.244,0.3,0.0
1973-07-04,4.6,5.3,24.3,0.555,0.188,0.3,0.2
1973-07-05,1.8,2.4,17.9,0.559,0.123,0.3,0.0
1973-07-06,4.3,2.7,15.5,0.556,0.054,0.3,0.2
1973-07-07,0.0,3.0,16.7,0.559,-0.041,0.2,0.0
1973-07-08,2.3,2.6,16.9,0.554,-0.119,0.2,0.0
1973-07-09,0.0,4.3,18.4,0.544,-0.186,0.2,0.0
1973-07-10,0.0,4.1,19.3,0.531,-0.252,0.2,0.0
1973-07-11,0.0,4.7,19.8,0.517,-0.313,0.2,0.0
1973-07-12,0.0,4.6,16.8,0.504,-0.35,0.2,0.0
1973-07-13,11.0,4.3,18.2,0.498,-0.367,0.2,0.5
1973-07-14,28.7,1.3,16.1,0.599,-0.318,0.2,1.8
1973-07-15,14.8,2.1,14.4,0.658,-0.221,0.3,1.2
1973-07-16,8.0,1.3,12.6,0.68,-0.1,0.2,0.6
1973-07-17,6.2,3.4,14.2,0.678,0.018,0.2,0.5
1973-07-18,6.3,2.2,14.4,0.702,0.147,0.2,0.5
1973-07-19,1.2,2.5,14.1,0.696,0.271,0.2,0.0
1973-07-20,1.8,2.7,16.4,0.692,0.397,0.2,0.0
1973-07-21,9.7,1.8,14.7,0.694,0.536,0.2,0.8
1973-07-22,1.7,2.7,13.2,0.707,0.673,0.2,0.1
1973-07-23,38.8,1.2,12.8,0.743,0.818,0.4,4.4
1973-07-24,26.0,1.0,14.3,0.872,0.976,0.6,3.7
1973-07-25,19.7,2.8,13.8,0.932,1.118,0.8,2.8
1973-07-26,0.0,3.5,13.5,0.943,1.241,0.9,0.0
1973-07-27,0.0,3.8,14.6,0.925,1.356,1.1,0.0
1973-07-28,0.0,3.0,13.1,0.907,1.454,1.4,0.0
1973-07-29,0.1,1.9,13.3,0.894,1.565,1.6,0.0
1973-07-30,0.0,2.9,16.8,0.88,1.721,1.6,0.0
1973-07-31,0.3,4.0,19.3,0.861,1.921,0.9,0.0
1973-08-01,3.2,2.0,16.6,0.85,2.143,0.7,0.1
1973-08-02,6.1,3.5,16.8,0.844,2.349,1.4,0.5
1973-08-03,2.9,2.7,15.9,0.848,2.491,1.3,0.2
1973-08-04,3.5,2.2,15.2,0.848,2.581,1.2,0.2
1973-08-05,0.0,4.2,18.0,0.832,2.646,1.2,0.0
1973-08-06,0.1,4.9,22.7,0.81,2.679,1.1,0.0
1973-08-07,2.1,1.7,17.1,0.801,2.697,1.1,0.1
1973-08-08,0.0,4.4,16.6,0.784,2.696,1.0,0.0
1973-08-09,0.0,4.6,20.0,0.764,2.686,0.9,0.0
1973-08-10,0.0,4.4,24.4,0.744,2.653,0.9,0.0
1973-08-11,0.0,2.3,23.6,0.734,2.613,0.8,0.0
1973-08-12,0.0,4.3,24.4,0.719,2.587,0.7,0.0
1973-08-13,0.0,4.3,25.0,0.701,2.534,0.7,0.0
1973-08-14,3.0,3.8,23.5,0.686,2.454,0.6,0.2
1973-08-15,3.3,2.9,20.9,0.685,2.351,0.6,0.2
1973-08-16,1.3,3.2,20.5,0.681,2.201,0.5,0.0
1973-08-17,4.7,2.5,20.9,0.683,2.066,0.5,0.3
1973-08-18,0.0,3.8,22.5,0.673,1.945,0.5,0.0
1973-08-19,0.0,4.4,23.7,0.656,1.834,0.4,0.0
1973-08-20,0.0,4.3,23.6,0.639,1.722,0.4,0.0
1973-08-21,0.0,4.3,22.8,0.622,1.598,0.4,0.0
1973-08-22,0.0,4.5,23.0,0.605,1.479,0.4,0.0
1973-08-23,0.4,3.1,20.1,0.593,1.383,0.3,0.0
1973-08-24,1.0,2.1,17.2,0.586,1.301,0.3,0.0
1973-08-25,3.9,2.6,18.4,0.586,1.22,0.3,0.1
1973-08-26,3.3,2.9,17.6,0.582,1.12,0.3,0.1
1973-08-27,0.3,2.2,17.1,0.583,1.022,0.3,0.0
1973-08-28,0.2,2.5,16.1,0.576,0.928,0.2,0.0
1973-08-29,0.0,2.7,14.6,0.568,0.832,0.2,0.0
1973-08-30,2.7,1.8,13.4,0.563,0.746,0.2,0.1
1973-08-31,0.0,2.2,11.1,0.56,0.669,0.2,0.0
1973-09-01,0.0,3.2,15.1,0.551,0.596,0.2,0.0
1973-09-02,0.0,3.5,20.3,0.539,0.525,0.2,0.0
1973-09-03,0.0,4.7,22.4,0.524,0.466,0.2,0.0
1973-09-04,0.0,4.0,22.5,0.509,0.424,0.2,0.0
1973-09-05,0.0,3.9,21.6,0.497,0.394,0.2,0.0
1973-09-06,0.0,2.7,21.1,0.489,0.367,0.2,0.0
1973-09-07,0.5,2.8,21.4,0.482,0.337,0.2,0.0
1973-09-08,2.2,2.6,20.8,0.477,0.307,0.1,0.1
1973-09-09,0.0,2.3,18.9,0.478,0.273,0.1,0.0
1973-09-10,0.0,3.2,18.2,0.47,0.234,0.1,0.0
1973-09-11,0.0,3.2,17.4,0.462,0.188,0.1,0.0
1973-09-12,0.1,2.9,20.4,0.455,0.132,0.1,0.0
1973-09-13,3.7,1.6,19.6,0.46,0.074,0.1,0.1
1973-09-14,0.0,2.5,20.7,0.456,0.004,0.1,0.0
1973-09-15,12.6,2.7,22.2,0.457,-0.068,0.1,0.5
1973-09-16,0.0,2.4,18.7,0.489,-0.117,0.1,0.0
1973-09-17,17.2,1.3,14.3,0.498,-0.149,0.1,0.9
1973-09-18,0.0,1.7,11.3,0.537,-0.142,0.1,0.0
1973-09-19,3.7,1.2,14.6,0.543,-0.127,0.1,0.2
1973-09-20,28.8,2.6,17.5,0.555,-0.105,0.1,2.2
1973-09-21,3.7,1.6,12.0,0.636,-0.027,0.2,0.3
1973-09-22,11.7,1.8,10.0,0.641,0.057,0.1,1.0
1973-09-23,0.0,1.4,8.6,0.666,0.143,0.1,0.0
1973-09-24,0.0,1.7,7.7,0.66,0.229,0.1,0.0
1973-09-25,0.0,1.7,9.5,0.654,0.314,0.1,0.0
1973-09-26,1.1,1.8,9.8,0.648,0.375,0.1,0.1
1973-09-27,0.1,1.5,11.6,0.645,0.426,0.1,0.0
1973-09-28,6.1,2.2,13.7,0.64,0.462,0.1,0.4
1973-09-29,10.1,1.0,9.8,0.656,0.509,0.2,0.8
1973-09-30,0.3,1.4,7.5,0.68,0.555,0.2,0.0
1973-10-01,1.5,1.1,7.1,0.678,0.554,0.2,0.1
1973-10-02,33.5,0.9,9.8,0.714,0.536,0.3,3.6
1973-10-03,0.0,1.7,11.6,0.782,0.518,0.3,0.0
1973-10-04,0.0,2.1,12.6,0.775,0.494,0.3,0.0
1973-10-05,0.0,2.3,15.1,0.767,0.489,0.3,0.0
1973-10-06,4.1,1.3,12.4,0.762,0.48,0.3,0.3
1973-10-07,0.0,1.1,9.7,0.768,0.476,0.4,0.0
1973-10-08,0.0,1.1,9.2,0.763,0.476,0.4,0.0
1973-10-09,0.0,1.7,11.4,0.757,0.474,0.5,0.0
1973-10-10,0.0,1.5,11.7,0.75,0.465,0.5,0.0
1973-10-11,0.0,1.2,9.0,0.744,0.46,0.5,0.0
1973-10-12,4.1,1.2,8.7,0.74,0.447,0.5,0.3
1973-10-13,31.8,1.0,11.1,0.778,0.43,0.6,3.5
1973-10-14,33.3,0.8,12.1,0.901,0.461,0.8,4.7
1973-10-15,26.0,1.3,11.8,0.967,0.523,1.1,4.1
1973-10-16,8.9,1.2,11.4,1.023,0.614,1.7,1.3
1973-10-17,0.3,0.9,9.0,1.035,0.718,2.5,0.0
1973-10-18,0.0,1.1,5.2,1.021,0.83,3.3,0.0
1973-10-19,0.0,1.2,5.4,1.003,0.949,3.6,0.0
1973-10-20,1.8,0.9,7.0,0.986,1.072,3.5,0.2
1973-10-21,4.1,0.9,8.8,0.984,1.215,3.3,0.4
1973-10-22,0.0,1.2,5.8,0.97,1.369,3.1,0.0
1973-10-23,0.0,1.1,7.0,0.956,1.49,2.9,0.0
1973-10-24,0.0,1.6,7.9,0.94,1.527,2.7,0.0
1973-10-25,0.0,1.6,7.2,0.924,1.484,2.5,0.0
1973-10-26,0.0,1.4,8.3,0.909,1.376,2.3,0.0
1973-10-27,0.0,1.7,10.4,0.895,1.244,2.1,0.0
1973-10-28,0.0,1.2,10.3,0.882,1.112,1.9,0.0
1973-10-29,0.0,1.1,8.8,0.871,0.994,1.7,0.0
1973-10-30,0.0,1.3,8.1,0.86,0.891,1.6,0.0
1973-10-31,0.0,1.7,10.7,0.849,0.791,1.5,0.0
1973-11-01,0.0,1.3,12.1,0.84,0.694,1.4,0.0
1973-11-02,0.0,1.0,12.6,0.833,0.598,1.3,0.0
1973-11-03,0.0,1.1,14.0,0.826,0.498,1.2,0.0
1973-11-04,15.3,0.9,14.5,0.828,0.406,1.1,1.6
1973-11-05,16.5,0.8,11.6,0.901,0.362,1.1,1.9
1973-11-06,0.0,0.8,3.9,0.91,0.334,1.1,0.0
1973-11-07,0.0,1.0,2.1,0.902,0.309,1.2,0.0
1973-11-08,0.0,0.9,5.3,0.894,0.287,1.3,0.0
1973-11-09,0.0,0.7,8.8,0.886,0.265,1.4,0.0
1973-11-10,0.0,0.8,9.4,0.876,0.235,1.4,0.0
1973-11-11,0.5,0.6,4.2,0.869,0.202,1.4,0.0
1973-11-12,0.1,0.5,2.5,0.862,0.171,1.4,0.0
1973-11-13,12.9,0.6,4.9,0.874,0.151,1.3,1.3
1973-11-14,12.0,0.8,9.2,0.906,0.149,1.3,1.2
1973-11-15,5.3,0.8,8.1,0.921,0.124,1.4,0.5
1973-11-16,0.3,0.6,8.2,0.922,0.095,1.5,0.0
1973-11-17,0.0,0.6,6.1,0.914,0.071,1.6,0.0
1973-11-18,0.0,0.6,8.0,0.905,0.051,1.6,0.0
1973-11-19,0.0,0.7,9.2,0.896,0.032,1.6,0.0
1973-11-20,0.0,0.5,6.8,0.887,0.021,1.6,0.0
1973-11-21,0.0,0.9,8.5,0.877,0.012,1.6,0.0
1973-11-22,0.0,0.7,8.2,0.868,0.004,1.5,0.0
1973-11-23,0.0,0.4,8.5,0.86,-0.017,1.4,0.0
1973-11-24,0.0,0.5,7.2,0.852,-0.065,1.3,0.0
1973-11-25,2.4,0.3,3.8,0.847,-0.132,1.3,0.2
1973-11-26,0.0,0.5,1.2,0.846,-0.208,1.2,0.0
1973-11-27,0.0,0.5,-2.9,0.84,-0.283,1.2,0.0
1973-11-28,24.6,0.5,-2.1,0.847,-0.337,1.1,10.6
1973-11-29,4.2,0.5,2.9,0.916,-0.341,1.2,0.7
1973-11-30,0.1,0.3,-0.9,0.915,-0.355,1.2,0.1
1973-12-01,0.0,0.5,-1.5,0.913,-0.351,1.3,0.0
1973-12-02,0.0,0.5,-7.1,0.908,-0.334,1.4,0.0
1973-12-03,0.0,0.4,-6.0,0.903,-0.311,1.4,0.0
1973-12-04,1.4,0.3,-0.1,0.91,-0.287,1.4,1.8
1973-12-05,0.0,0.3,3.2,0.94,-0.229,1.5,1.0
1973-12-06,6.7,0.2,3.7,0.948,-0.153,1.5,0.8
1973-12-07,25.7,0.5,7.1,0.993,-0.031,1.8,3.9
1973-12-08,11.0,0.6,6.0,1.054,0.104,2.6,1.7
1973-12-09,0.0,0.4,-1.0,1.046,0.175,3.6,0.0
1973-12-10,0.0,0.5,-0.8,1.03,0.222,4.0,0.0
1973-12-11,0.0,0.4,0.5,1.013,0.243,3.9,0.0
1973-12-12,0.2,0.3,0.8,0.999,0.256,3.6,0.1
1973-12-13,9.7,0.3,2.9,1.004,0.32,3.4,1.4
